age;job;marital;education;balance;housing;loan;contact;day;month;duration;campaign;pdays;poutcome;y
36;blue-collar;married;secondary;0;1;0;unknown;5;may;195;2;-1;unknown;0
59;unknown;divorced;unknown;27;0;0;unknown;5;may;347;3;-1;unknown;0
31;admin.;single;secondary;12;1;0;unknown;5;may;208;2;-1;unknown;0
44;blue-collar;single;secondary;34;1;0;unknown;5;may;404;4;-1;unknown;0
33;entrepreneur;single;tertiary;1068;1;0;unknown;5;may;396;2;-1;unknown;0
40;blue-collar;married;secondary;211;1;0;unknown;5;may;216;4;-1;unknown;0
46;admin.;single;tertiary;377;1;0;unknown;5;may;98;2;-1;unknown;0
48;management;married;tertiary;263;1;0;unknown;5;may;350;2;-1;unknown;0
42;services;married;secondary;1263;1;0;unknown;6;may;114;2;-1;unknown;0
27;services;married;secondary;8;1;0;unknown;6;may;88;3;-1;unknown;0
48;admin.;married;secondary;126;1;1;unknown;6;may;379;2;-1;unknown;0
59;admin.;married;secondary;230;1;0;unknown;6;may;190;3;-1;unknown;0
46;technician;married;tertiary;841;1;0;unknown;6;may;158;1;-1;unknown;0
38;admin.;divorced;secondary;308;1;0;unknown;6;may;102;1;-1;unknown;0
43;management;divorced;tertiary;1;1;0;unknown;6;may;306;1;-1;unknown;0
38;admin.;divorced;tertiary;86;1;0;unknown;6;may;218;1;-1;unknown;0
23;student;single;secondary;157;1;0;unknown;6;may;54;1;-1;unknown;0
34;services;married;secondary;22;1;0;unknown;6;may;344;1;-1;unknown;0
38;admin.;married;secondary;46;1;1;unknown;6;may;195;1;-1;unknown;0
37;blue-collar;married;secondary;1293;0;0;unknown;6;may;652;1;-1;unknown;0
25;admin.;single;secondary;122;1;0;unknown;6;may;286;1;-1;unknown;0
48;blue-collar;married;unknown;131;1;0;unknown;6;may;189;1;-1;unknown;0
49;blue-collar;single;secondary;143;1;0;unknown;6;may;83;1;-1;unknown;0
38;admin.;single;secondary;393;0;0;unknown;6;may;184;2;-1;unknown;0
43;blue-collar;married;primary;98;1;0;unknown;6;may;235;1;-1;unknown;0
33;management;married;tertiary;0;1;0;unknown;6;may;290;1;-1;unknown;0
55;blue-collar;married;secondary;224;1;0;unknown;6;may;232;1;-1;unknown;0
38;blue-collar;married;secondary;757;1;0;unknown;6;may;133;1;-1;unknown;0
49;services;married;secondary;245;1;1;unknown;6;may;318;1;-1;unknown;0
40;management;married;secondary;8486;0;0;unknown;6;may;260;3;-1;unknown;0
43;admin.;married;unknown;350;0;0;unknown;6;may;437;1;-1;unknown;0
38;blue-collar;married;secondary;20;1;0;unknown;6;may;402;1;-1;unknown;0
58;services;married;secondary;1667;1;1;unknown;6;may;85;1;-1;unknown;0
57;technician;married;unknown;345;1;0;unknown;6;may;125;1;-1;unknown;0
32;unemployed;married;secondary;10;1;0;unknown;6;may;501;4;-1;unknown;0
56;management;married;tertiary;830;1;1;unknown;6;may;1201;1;-1;unknown;1
58;blue-collar;divorced;unknown;29;1;0;unknown;6;may;253;1;-1;unknown;0
60;retired;divorced;secondary;545;1;0;unknown;6;may;1030;1;-1;unknown;1
37;technician;married;tertiary;8730;1;0;unknown;6;may;149;1;-1;unknown;0
46;technician;divorced;tertiary;477;1;0;unknown;6;may;114;1;-1;unknown;0
27;admin.;married;secondary;4;1;0;unknown;6;may;243;1;-1;unknown;0
43;blue-collar;married;secondary;1205;1;0;unknown;6;may;769;2;-1;unknown;0
32;technician;single;secondary;0;1;1;unknown;6;may;135;3;-1;unknown;0
40;admin.;single;secondary;263;1;0;unknown;6;may;231;1;-1;unknown;0
38;admin.;married;secondary;1;0;0;unknown;6;may;76;1;-1;unknown;0
34;blue-collar;married;secondary;283;0;1;unknown;6;may;199;1;-1;unknown;0
47;blue-collar;married;primary;206;1;0;unknown;6;may;152;1;-1;unknown;0
42;housemaid;married;primary;17;1;0;unknown;6;may;124;1;-1;unknown;0
48;technician;married;secondary;141;1;1;unknown;6;may;424;1;-1;unknown;0
29;self-employed;single;tertiary;16;1;0;unknown;6;may;43;1;-1;unknown;0
50;services;married;secondary;206;1;0;unknown;6;may;154;1;-1;unknown;0
52;technician;married;unknown;7;0;0;unknown;6;may;203;2;-1;unknown;0
50;management;married;tertiary;0;0;0;unknown;6;may;326;1;-1;unknown;0
58;retired;married;tertiary;0;0;0;unknown;6;may;393;1;-1;unknown;0
46;blue-collar;divorced;primary;1927;1;0;unknown;6;may;241;3;-1;unknown;0
38;technician;married;secondary;284;1;0;unknown;6;may;483;1;-1;unknown;0
46;blue-collar;married;secondary;1660;1;0;unknown;6;may;259;1;-1;unknown;0
32;services;single;secondary;406;1;0;unknown;6;may;227;1;-1;unknown;0
51;blue-collar;married;primary;230;1;0;unknown;6;may;673;1;-1;unknown;0
39;admin.;single;secondary;-25;1;0;unknown;6;may;576;1;-1;unknown;0
48;admin.;married;secondary;182;1;0;unknown;6;may;180;2;-1;unknown;0
36;entrepreneur;married;tertiary;1169;1;0;unknown;6;may;168;2;-1;unknown;0
34;admin.;divorced;secondary;67;1;0;unknown;6;may;90;1;-1;unknown;0
40;technician;married;secondary;77;0;0;unknown;6;may;505;1;-1;unknown;0
43;unemployed;married;secondary;0;1;0;unknown;6;may;245;1;-1;unknown;0
52;blue-collar;divorced;primary;55;1;1;unknown;6;may;186;1;-1;unknown;0
33;technician;married;secondary;72;1;0;unknown;6;may;623;1;-1;unknown;0
49;management;single;tertiary;163;1;0;unknown;6;may;496;3;-1;unknown;0
32;management;single;tertiary;151;1;0;unknown;6;may;118;1;-1;unknown;0
39;admin.;single;secondary;113;1;0;unknown;6;may;342;1;-1;unknown;0
40;blue-collar;married;secondary;0;1;0;unknown;6;may;225;1;-1;unknown;0
38;technician;single;tertiary;9;1;0;unknown;6;may;185;3;-1;unknown;0
43;management;married;secondary;375;1;0;unknown;6;may;196;2;-1;unknown;0
39;services;married;secondary;1142;1;0;unknown;6;may;276;1;-1;unknown;0
54;blue-collar;married;primary;2102;1;0;unknown;6;may;76;1;-1;unknown;0
38;technician;single;tertiary;4325;1;0;unknown;6;may;87;1;-1;unknown;0
40;blue-collar;married;secondary;217;1;0;unknown;6;may;195;1;-1;unknown;0
55;admin.;married;secondary;131;1;0;unknown;6;may;744;1;-1;unknown;0
42;management;married;tertiary;1680;1;0;unknown;6;may;765;1;-1;unknown;0
39;blue-collar;married;secondary;0;1;0;unknown;6;may;262;1;-1;unknown;0
40;blue-collar;married;primary;46;1;0;unknown;6;may;119;1;-1;unknown;0
32;blue-collar;married;secondary;320;1;0;unknown;6;may;198;2;-1;unknown;0
55;admin.;married;secondary;183;1;0;unknown;6;may;150;1;-1;unknown;0
45;blue-collar;married;secondary;39;0;0;unknown;6;may;241;1;-1;unknown;0
35;management;single;tertiary;560;1;0;unknown;6;may;181;1;-1;unknown;0
58;technician;divorced;secondary;469;0;0;unknown;6;may;196;1;-1;unknown;0
35;admin.;married;secondary;530;1;0;unknown;6;may;149;1;-1;unknown;0
49;services;married;primary;61;1;0;unknown;6;may;246;1;-1;unknown;0
34;technician;single;tertiary;242;1;0;unknown;6;may;112;1;-1;unknown;0
36;blue-collar;married;secondary;139;1;0;unknown;6;may;309;2;-1;unknown;0
24;self-employed;single;secondary;0;1;0;unknown;6;may;278;1;-1;unknown;0
34;technician;married;secondary;367;1;0;unknown;6;may;140;1;-1;unknown;0
51;admin.;divorced;secondary;228;1;0;unknown;6;may;136;1;-1;unknown;0
39;technician;single;unknown;45248;1;0;unknown;6;may;1623;1;-1;unknown;1
50;self-employed;married;unknown;-84;1;0;unknown;6;may;101;1;-1;unknown;0
32;services;single;secondary;310;1;0;unknown;6;may;144;1;-1;unknown;0
42;blue-collar;married;unknown;132;1;0;unknown;6;may;238;1;-1;unknown;0
50;technician;married;secondary;797;1;0;unknown;6;may;354;1;-1;unknown;0
40;services;married;secondary;71;0;0;unknown;6;may;79;1;-1;unknown;0
46;management;divorced;unknown;2;1;0;unknown;6;may;187;1;-1;unknown;0
37;management;married;tertiary;231;1;1;unknown;6;may;451;2;-1;unknown;0
34;blue-collar;married;secondary;270;1;1;unknown;6;may;159;1;-1;unknown;0
44;blue-collar;married;secondary;274;1;1;unknown;6;may;409;1;-1;unknown;0
40;admin.;single;secondary;-109;1;1;unknown;6;may;170;1;-1;unknown;0
37;technician;married;secondary;1;1;0;unknown;6;may;608;1;-1;unknown;1
33;blue-collar;single;secondary;-60;0;0;unknown;6;may;243;1;-1;unknown;0
35;blue-collar;married;secondary;89;1;0;unknown;6;may;145;2;-1;unknown;0
58;blue-collar;divorced;secondary;-11;0;0;unknown;6;may;112;1;-1;unknown;0
39;blue-collar;married;primary;0;1;0;unknown;6;may;262;2;-1;unknown;0
43;blue-collar;married;secondary;-509;1;0;unknown;6;may;124;1;-1;unknown;0
39;unemployed;married;primary;408;1;0;unknown;6;may;53;1;-1;unknown;0
36;services;single;primary;58;1;0;unknown;6;may;134;1;-1;unknown;0
57;retired;single;secondary;1640;0;1;unknown;6;may;204;4;-1;unknown;0
36;admin.;single;secondary;20;1;0;unknown;6;may;186;1;-1;unknown;0
50;blue-collar;married;primary;71;1;0;unknown;6;may;678;1;-1;unknown;0
55;blue-collar;married;secondary;52;1;0;unknown;6;may;182;1;-1;unknown;0
44;self-employed;married;tertiary;292;1;0;unknown;6;may;162;1;-1;unknown;0
44;services;divorced;secondary;424;1;0;unknown;6;may;27;1;-1;unknown;0
39;housemaid;single;primary;109;1;0;unknown;6;may;699;3;-1;unknown;0
46;blue-collar;married;unknown;1044;1;0;unknown;6;may;43;1;-1;unknown;0
39;blue-collar;married;secondary;983;1;0;unknown;6;may;97;1;-1;unknown;0
34;admin.;married;secondary;869;0;0;unknown;6;may;1677;1;-1;unknown;1
40;blue-collar;married;primary;668;1;0;unknown;6;may;283;2;-1;unknown;0
50;management;married;tertiary;964;1;0;unknown;6;may;323;1;-1;unknown;0
31;management;single;secondary;301;1;0;unknown;6;may;82;1;-1;unknown;0
37;admin.;single;secondary;140;1;0;unknown;6;may;310;1;-1;unknown;0
39;management;single;secondary;1877;1;0;unknown;6;may;185;1;-1;unknown;0
51;blue-collar;married;primary;1127;1;0;unknown;6;may;47;1;-1;unknown;0
41;technician;married;secondary;871;1;0;unknown;6;may;145;1;-1;unknown;0
41;technician;married;secondary;767;1;1;unknown;6;may;204;1;-1;unknown;0
43;blue-collar;married;secondary;0;0;0;unknown;6;may;187;1;-1;unknown;0
30;services;single;secondary;209;1;0;unknown;6;may;30;2;-1;unknown;0
54;management;divorced;primary;0;0;0;unknown;6;may;472;1;-1;unknown;0
43;blue-collar;divorced;secondary;110;1;1;unknown;6;may;448;1;-1;unknown;0
59;management;divorced;tertiary;-76;1;1;unknown;6;may;264;1;-1;unknown;0
47;technician;married;unknown;178;1;0;unknown;6;may;169;1;-1;unknown;0
40;blue-collar;married;primary;-66;1;0;unknown;6;may;288;1;-1;unknown;0
32;technician;married;secondary;0;1;0;unknown;6;may;176;2;-1;unknown;0
29;blue-collar;married;secondary;1;1;0;unknown;6;may;215;1;-1;unknown;0
36;blue-collar;married;secondary;0;1;0;unknown;6;may;337;1;-1;unknown;0
55;unemployed;married;tertiary;5345;0;0;unknown;6;may;278;1;-1;unknown;0
30;blue-collar;divorced;secondary;-209;1;0;unknown;6;may;188;2;-1;unknown;0
39;admin.;single;secondary;0;1;0;unknown;6;may;174;2;-1;unknown;0
39;blue-collar;divorced;secondary;42;1;0;unknown;6;may;226;2;-1;unknown;0
50;blue-collar;divorced;secondary;41;1;0;unknown;6;may;190;1;-1;unknown;0
44;blue-collar;married;secondary;-99;1;0;unknown;6;may;111;2;-1;unknown;0
37;technician;single;secondary;17;1;0;unknown;6;may;164;1;-1;unknown;0
46;admin.;married;primary;276;1;1;unknown;6;may;157;2;-1;unknown;0
32;technician;single;unknown;-170;0;0;unknown;6;may;46;1;-1;unknown;0
37;management;single;tertiary;230;1;1;unknown;6;may;374;1;-1;unknown;0
29;blue-collar;married;secondary;9;1;0;unknown;6;may;349;1;-1;unknown;0
41;blue-collar;married;secondary;946;1;0;unknown;6;may;325;1;-1;unknown;0
45;blue-collar;married;primary;1297;1;0;unknown;6;may;233;2;-1;unknown;0
57;retired;divorced;secondary;-331;1;0;unknown;6;may;531;1;-1;unknown;0
48;blue-collar;single;secondary;44;1;0;unknown;6;may;153;1;-1;unknown;0
60;retired;married;secondary;15;0;0;unknown;6;may;80;1;-1;unknown;0
26;admin.;single;secondary;712;1;0;unknown;6;may;232;1;-1;unknown;0
58;retired;married;secondary;5435;1;0;unknown;6;may;118;1;-1;unknown;0
34;admin.;married;secondary;507;1;0;unknown;6;may;190;1;-1;unknown;0
55;unemployed;divorced;secondary;387;1;0;unknown;6;may;918;1;-1;unknown;1
41;blue-collar;married;primary;0;1;1;unknown;6;may;238;1;-1;unknown;0
50;management;divorced;secondary;1716;1;0;unknown;6;may;82;1;-1;unknown;0
49;entrepreneur;married;secondary;167;1;1;unknown;6;may;198;3;-1;unknown;0
44;admin.;married;unknown;40;0;1;unknown;6;may;160;2;-1;unknown;0
44;blue-collar;married;primary;148;1;0;unknown;6;may;211;1;-1;unknown;0
31;technician;married;secondary;17;1;1;unknown;6;may;120;1;-1;unknown;0
34;blue-collar;single;tertiary;1011;1;0;unknown;6;may;136;1;-1;unknown;0
46;management;single;unknown;1527;1;0;unknown;6;may;269;1;-1;unknown;0
42;management;married;tertiary;744;0;0;unknown;6;may;157;1;-1;unknown;0
52;admin.;married;secondary;484;1;0;unknown;6;may;128;1;-1;unknown;0
29;management;single;tertiary;0;1;0;unknown;6;may;211;1;-1;unknown;0
53;retired;married;primary;136;1;0;unknown;6;may;267;2;-1;unknown;0
43;blue-collar;married;secondary;1335;1;0;unknown;6;may;371;2;-1;unknown;0
38;management;married;secondary;517;1;0;unknown;6;may;288;2;-1;unknown;0
46;management;married;tertiary;459;1;0;unknown;6;may;221;1;-1;unknown;0
48;management;divorced;unknown;549;1;0;unknown;6;may;427;1;-1;unknown;0
30;admin.;divorced;secondary;83;1;1;unknown;6;may;310;1;-1;unknown;0
44;blue-collar;married;primary;213;0;0;unknown;6;may;158;1;-1;unknown;0
31;housemaid;married;primary;203;1;0;unknown;6;may;604;3;-1;unknown;0
42;services;single;secondary;518;1;0;unknown;6;may;198;1;-1;unknown;0
40;management;single;tertiary;3877;1;0;unknown;6;may;145;1;-1;unknown;0
52;admin.;married;secondary;1236;1;0;unknown;6;may;247;1;-1;unknown;0
45;blue-collar;divorced;secondary;756;1;0;unknown;6;may;179;2;-1;unknown;0
48;blue-collar;married;secondary;157;1;0;unknown;6;may;73;1;-1;unknown;0
45;blue-collar;married;primary;-66;1;0;unknown;6;may;263;2;-1;unknown;0
34;blue-collar;married;unknown;245;1;0;unknown;6;may;13;1;-1;unknown;0
34;blue-collar;married;primary;-144;1;0;unknown;6;may;79;2;-1;unknown;0
46;blue-collar;married;secondary;71;1;0;unknown;6;may;416;1;-1;unknown;0
49;services;divorced;secondary;505;1;0;unknown;6;may;162;1;-1;unknown;0
50;technician;married;primary;249;1;0;unknown;6;may;129;1;-1;unknown;0
34;admin.;single;secondary;0;1;0;unknown;6;may;150;1;-1;unknown;0
40;unemployed;single;secondary;11;1;0;unknown;6;may;43;1;-1;unknown;0
36;admin.;married;secondary;639;1;0;unknown;6;may;191;1;-1;unknown;0
59;blue-collar;divorced;unknown;124;1;0;unknown;6;may;26;1;-1;unknown;0
45;blue-collar;married;secondary;82;1;0;unknown;6;may;250;1;-1;unknown;0
36;self-employed;married;tertiary;107;1;0;unknown;6;may;146;1;-1;unknown;0
56;services;married;secondary;473;1;0;unknown;6;may;416;1;-1;unknown;0
42;services;divorced;secondary;372;1;1;unknown;6;may;121;2;-1;unknown;0
30;admin.;married;secondary;46;1;0;unknown;6;may;114;2;-1;unknown;0
30;student;single;tertiary;34;1;0;unknown;6;may;289;1;-1;unknown;0
47;self-employed;married;unknown;935;1;0;unknown;6;may;225;1;-1;unknown;0
33;blue-collar;married;secondary;-10;1;0;unknown;6;may;123;1;-1;unknown;0
36;admin.;married;secondary;-106;1;0;unknown;6;may;130;2;-1;unknown;0
39;services;divorced;primary;471;1;0;unknown;6;may;161;2;-1;unknown;0
56;admin.;divorced;secondary;778;1;0;unknown;6;may;149;2;-1;unknown;0
39;blue-collar;divorced;unknown;170;1;0;unknown;6;may;268;2;-1;unknown;0
42;technician;married;secondary;315;1;0;unknown;6;may;259;2;-1;unknown;0
52;blue-collar;married;secondary;3165;0;0;unknown;6;may;26;1;-1;unknown;0
36;admin.;divorced;secondary;131;1;0;unknown;6;may;153;1;-1;unknown;0
35;entrepreneur;married;secondary;204;1;0;unknown;6;may;424;2;-1;unknown;0
47;technician;married;secondary;83;1;0;unknown;6;may;179;2;-1;unknown;0
59;services;divorced;secondary;0;1;1;unknown;6;may;97;1;-1;unknown;0
57;blue-collar;married;primary;5431;1;1;unknown;6;may;383;1;-1;unknown;0
38;management;married;unknown;1759;1;0;unknown;6;may;440;1;-1;unknown;0
46;unemployed;married;secondary;-125;1;0;unknown;6;may;23;1;-1;unknown;0
34;blue-collar;married;secondary;0;0;0;unknown;6;may;195;1;-1;unknown;0
28;services;single;secondary;5090;1;0;unknown;6;may;1297;3;-1;unknown;1
38;technician;married;unknown;573;1;0;unknown;6;may;87;1;-1;unknown;0
56;blue-collar;married;secondary;1602;1;0;unknown;6;may;427;1;-1;unknown;0
41;blue-collar;single;primary;-137;1;1;unknown;6;may;189;1;-1;unknown;0
52;technician;married;unknown;0;0;0;unknown;6;may;195;1;-1;unknown;0
54;services;married;secondary;193;0;0;unknown;6;may;179;1;-1;unknown;0
61;retired;married;secondary;195;1;1;unknown;6;may;179;1;-1;unknown;0
53;entrepreneur;married;secondary;288;0;0;unknown;6;may;69;1;-1;unknown;0
47;technician;married;secondary;19;1;0;unknown;6;may;105;2;-1;unknown;0
53;blue-collar;married;primary;25;1;0;unknown;6;may;266;3;-1;unknown;0
46;services;married;secondary;216;1;0;unknown;6;may;524;2;-1;unknown;0
39;blue-collar;divorced;primary;190;1;1;unknown;6;may;96;2;-1;unknown;0
56;technician;divorced;secondary;99;1;0;unknown;6;may;155;2;-1;unknown;0
55;services;divorced;primary;2298;1;0;unknown;6;may;162;2;-1;unknown;0
44;management;married;tertiary;17;1;0;unknown;6;may;352;2;-1;unknown;0
37;technician;married;primary;0;1;0;unknown;6;may;76;4;-1;unknown;0
35;blue-collar;married;primary;0;1;0;unknown;6;may;154;2;-1;unknown;0
55;blue-collar;married;secondary;840;1;0;unknown;6;may;310;2;-1;unknown;0
37;services;married;secondary;358;1;0;unknown;6;may;390;3;-1;unknown;0
30;technician;single;secondary;0;1;0;unknown;6;may;369;1;-1;unknown;0
37;blue-collar;married;primary;-325;1;1;unknown;6;may;112;2;-1;unknown;0
36;technician;single;secondary;-15;1;0;unknown;6;may;341;3;-1;unknown;0
38;technician;married;secondary;581;1;0;unknown;6;may;79;1;-1;unknown;0
41;admin.;divorced;primary;4070;1;0;unknown;6;may;140;2;-1;unknown;0
48;retired;married;secondary;74;0;1;unknown;6;may;315;1;-1;unknown;0
55;services;divorced;secondary;141;1;0;unknown;6;may;262;2;-1;unknown;0
28;services;divorced;secondary;89;0;0;unknown;6;may;174;2;-1;unknown;0
54;services;married;secondary;0;1;0;unknown;6;may;138;3;-1;unknown;0
30;blue-collar;married;secondary;450;0;0;unknown;6;may;526;2;-1;unknown;0
48;technician;married;tertiary;310;0;0;unknown;6;may;135;1;-1;unknown;0
31;self-employed;married;secondary;0;1;0;unknown;6;may;36;5;-1;unknown;0
38;blue-collar;married;secondary;384;1;0;unknown;6;may;1906;3;-1;unknown;0
37;blue-collar;married;secondary;395;1;0;unknown;6;may;219;2;-1;unknown;0
37;services;single;unknown;-118;1;0;unknown;6;may;147;2;-1;unknown;0
56;blue-collar;married;primary;5;1;1;unknown;6;may;407;2;-1;unknown;0
51;blue-collar;married;secondary;50;1;1;unknown;6;may;121;1;-1;unknown;0
39;blue-collar;married;secondary;285;1;1;unknown;6;may;209;1;-1;unknown;0
49;technician;married;unknown;15;0;0;unknown;6;may;92;2;-1;unknown;0
51;blue-collar;married;primary;653;1;1;unknown;6;may;208;1;-1;unknown;0
43;self-employed;married;secondary;918;1;0;unknown;6;may;193;1;-1;unknown;0
32;services;married;secondary;243;1;1;unknown;6;may;144;1;-1;unknown;0
29;technician;single;tertiary;405;1;0;unknown;6;may;65;1;-1;unknown;0
48;management;divorced;tertiary;1328;1;0;unknown;6;may;339;1;-1;unknown;0
55;services;married;primary;255;1;0;unknown;6;may;285;1;-1;unknown;0
53;blue-collar;married;secondary;3397;1;0;unknown;6;may;231;1;-1;unknown;0
47;technician;married;unknown;2106;1;0;unknown;6;may;168;1;-1;unknown;0
39;management;married;tertiary;2877;1;0;unknown;6;may;278;1;-1;unknown;0
31;blue-collar;single;tertiary;60;1;1;unknown;6;may;389;1;-1;unknown;0
39;blue-collar;married;primary;2226;1;0;unknown;6;may;158;1;-1;unknown;0
40;blue-collar;married;primary;2880;1;0;unknown;6;may;145;2;-1;unknown;0
40;technician;single;unknown;-5;1;0;unknown;6;may;78;2;-1;unknown;0
48;technician;married;secondary;147;0;0;unknown;6;may;142;3;-1;unknown;0
33;technician;divorced;secondary;7;1;1;unknown;6;may;87;1;-1;unknown;0
